"ID","Gene.title","Gene.symbol","Gene.ID","Nucleotide.Title","GI","GenBank.Accession","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"218926_at","myoneurin","MYNN","55892","Homo sapiens myoneurin (MYNN), transcript variant 1, mRNA","297747372","NM_018657","3q26.2","Chromosome 3, NC_000003.11 (169490853..169507504)","DNA binding///sequence-specific DNA binding transcription factor activity///zinc ion binding","transcription, DNA-dependent","nucleus","GO:0003677///GO:0003700///GO:0008270","GO:0006351","GO:0005634",-163.175132275132,435.391176470588,-4.35875370146467,0.000120845727619366,0.0320230485277962,-4.52954958069476
"206999_at","interleukin 12 receptor, beta 2","IL12RB2","3595","Homo sapiens interleukin 12 receptor, beta 2 (IL12RB2), transcript variant 1, mRNA","24497441","NM_001559","1p31.3-p31.2","Chromosome 1, NC_000001.10 (67773047..67862583)","cytokine receptor activity///protein kinase binding","cell surface receptor signaling pathway///cytokine-mediated signaling pathway///interferon-gamma production///peptidyl-tyrosine phosphorylation///positive regulation of cell proliferation///positive regulation of interferon-gamma production///response to lipopolysaccharide","external side of plasma membrane///integral to plasma membrane","GO:0004896///GO:0019901","GO:0007166///GO:0019221///GO:0032609///GO:0018108///GO:0008284///GO:0032729///GO:0032496","GO:0009897///GO:0005887",-129.262962962963,84.95,-4.35502731024373,0.000122154069239451,0.0320230485277962,-4.52962708890129
"202207_at","ADP-ribosylation factor-like 4C","ARL4C","10123","602507678F1 NIH_MGC_79 Homo sapiens cDNA clone IMAGE:4605066 5-, mRNA sequence","13341910","BG435404","2q37.1","Chromosome 2, NC_000002.11 (235401685..235405693, complement)","GTP binding///GTPase activity///alpha-tubulin binding///protein binding","GTP catabolic process///endocytic recycling///small GTPase mediated signal transduction","cytoplasm///filopodium///nucleus///plasma membrane","GO:0005525///GO:0003924///GO:0043014///GO:0005515","GO:0006184///GO:0032456///GO:0007264","GO:0005737///GO:0030175///GO:0005634///GO:0005886",-1302.95238095238,1036.28823529412,-4.34477552169949,0.000125825918861321,0.0324559730033075,-4.52984048038766
"220684_at","T-box 21","TBX21","30009","Homo sapiens T-box 21 (TBX21), mRNA","7019548","NM_013351","17q21.32","Chromosome 17, NC_000017.10 (45810610..45823485)","sequence-specific DNA binding transcription factor activity///transcription regulatory region DNA binding","T cell differentiation///lymphocyte migration///multicellular organismal development///positive regulation of isotype switching to IgG isotypes///positive regulation of transcription, DNA-dependent///regulation of transcription, DNA-dependent///response to virus///transcription, DNA-dependent","neuronal cell body///nucleus","GO:0003700///GO:0044212","GO:0030217///GO:0072676///GO:0007275///GO:0048304///GO:0045893///GO:0006355///GO:0009615///GO:0006351","GO:0043025///GO:0005634",-373.744444444445,419.102941176471,-4.34232781436279,0.00012671855904895,0.0324559730033075,-4.52989146332911
"203989_x_at","coagulation factor II (thrombin) receptor","F2R","2149","Homo sapiens coagulation factor II (thrombin) receptor (F2R), mRNA","166362739","NM_001992","5q13","Chromosome 5, NC_000005.9 (76011868..76031595)","G-protein alpha-subunit binding///G-protein beta-subunit binding///G-protein coupled receptor activity///G-protein coupled receptor activity///protein binding///receptor binding///thrombin receptor activity","G-protein coupled receptor signaling pathway///STAT protein import into nucleus///activation of MAPKK activity///activation of cysteine-type endopeptidase activity involved in apoptotic process///anatomical structure morphogenesis///blood coagulation///connective tissue replacement involved in inflammatory response wound healing///elevation of cytosolic calcium ion concentration///elevation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway///establishment of synaptic specificity at neuromuscular junction///homeostasis of number of cells within a tissue///inflammatory response///negative regulation of cell proliferation///negative regulation of glomerular filtration///negative regulation of neuron apoptotic process///negative regulation of renin secretion into blood stream///phospholipase C-activating G-protein coupled receptor signaling pathway///platelet activation///platelet activation///platelet dense granule organization///positive regulation of ERK1 and ERK2 cascade///positive regulation of I-kappaB kinase/NF-kappaB cascade///positive regulation of JAK-STAT cascade///positive regulation of MAPK cascade///positive regulation of Rho protein signal transduction///positive regulation of blood coagulation///positive regulation of calcium ion transport///positive regulation of cell migration///positive regulation of cell proliferation///positive regulation of collagen biosynthetic process///positive regulation of cysteine-type endopeptidase activity involved in apoptotic process///positive regulation of interleukin-6 secretion///positive regulation of interleukin-8 secretion///positive regulation of phosphatidylinositol 3-kinase cascade///positive regulation of release of sequestered calcium ion into cytosol///positive regulation of smooth muscle contraction///positive regulation of transcription, DNA-dependent///positive regulation of vasoconstriction///protein kinase C-activating G-protein coupled receptor signaling pathway///regulation of blood coagulation///regulation of interleukin-1 beta production///regulation of sensory perception of pain///release of sequestered calcium ion into cytosol///response to lipopolysaccharide///response to wounding///tyrosine phosphorylation of STAT protein","Golgi apparatus///caveola///extracellular region///integral to plasma membrane///neuromuscular junction///plasma membrane///plasma membrane///platelet dense tubular network///postsynaptic membrane","GO:0001965///GO:0031681///GO:0004930///GO:0004930///GO:0005515///GO:0005102///GO:0015057","GO:0007186///GO:0007262///GO:0000186///GO:0006919///GO:0009653///GO:0007596///GO:0002248///GO:0007204///GO:0051482///GO:0007529///GO:0048873///GO:0006954///GO:0008285///GO:0003105///GO:0043524///GO:1900134///GO:0007200///GO:0030168///GO:0030168///GO:0060155///GO:0070374///GO:0043123///GO:0046427///GO:0043410///GO:0035025///GO:0030194///GO:0051928///GO:0030335///GO:0008284///GO:0032967///GO:0043280///GO:2000778///GO:2000484///GO:0014068///GO:0051281///GO:0045987///GO:0045893///GO:0045907///GO:0007205///GO:0030193///GO:0032651///GO:0051930///GO:0051209///GO:0032496///GO:0009611///GO:0007260","GO:0005794///GO:0005901///GO:0005576///GO:0005887///GO:0031594///GO:0005886///GO:0005886///GO:0031094///GO:0045211",-141.042857142857,108.038235294118,-4.33616551594878,0.000128993561394129,0.0326632219152884,-4.53001987440888
"210279_at","G protein-coupled receptor 18","GPR18","2841","Homo sapiens GPR18-iso mRNA, complete cds","12005919","AF261135","13q32","Chromosome 13, NC_000013.10 (99906967..99910682, complement)","G-protein coupled receptor activity","G-protein coupled receptor signaling pathway","integral to membrane///plasma membrane","GO:0004930","GO:0007186","GO:0016021///GO:0005886",-201.989417989418,176.582352941176,-4.32204723356983,0.000134358487986582,0.0335699256177574,-4.53031438235072
"209605_at","thiosulfate sulfurtransferase (rhodanese)","TST","7263","Homo sapiens mRNA for rhodanese, complete cds","1877030","D87292","22q13.1","Chromosome 22, NC_000022.10 (37406900..37416224, complement)","5S rRNA binding///thiosulfate sulfurtransferase activity","cellular nitrogen compound metabolic process///cyanate catabolic process///rRNA import into mitochondrion///rRNA transport///small molecule metabolic process///sulfide oxidation, using sulfide:quinone oxidoreductase///sulfur amino acid catabolic process///sulfur amino acid metabolic process","mitochondrial inner membrane///mitochondrial matrix///mitochondrion///plasma membrane","GO:0008097///GO:0004792","GO:0034641///GO:0009440///GO:0035928///GO:0051029///GO:0044281///GO:0070221///GO:0000098///GO:0000096","GO:0005743///GO:0005759///GO:0005739///GO:0005886",494.542328042328,1003.86764705882,4.31536461550152,0.000136973893606466,0.0335699256177574,-4.53045393103604
"217147_s_at","T cell receptor associated transmembrane adaptor 1","TRAT1","50852","Homo sapiens mRNA for T-cell receptor interacting molecule protein, splice variant (TRIM gene)","6911580","AJ240085","3q13","Chromosome 3, NC_000003.11 (108541631..108573714)","transmembrane receptor protein tyrosine kinase adaptor activity","Fc-epsilon receptor signaling pathway///T cell receptor signaling pathway///cellular defense response///epidermal growth factor receptor signaling pathway///fibroblast growth factor receptor signaling pathway///innate immune response///negative regulation of receptor recycling///negative regulation of transport///neurotrophin TRK receptor signaling pathway///phosphatidylinositol-mediated signaling///positive regulation of T cell receptor signaling pathway///positive regulation of calcium-mediated signaling///signal transduction","T cell receptor complex///integral to plasma membrane///plasma membrane///plasma membrane","GO:0005068","GO:0038095///GO:0050852///GO:0006968///GO:0007173///GO:0008543///GO:0045087///GO:0001920///GO:0051051///GO:0048011///GO:0048015///GO:0050862///GO:0050850///GO:0007165","GO:0042101///GO:0005887///GO:0005886///GO:0005886",-227.930687830688,130.967647058824,-4.30875542077399,0.000139609838966009,0.0335699256177574,-4.53059204009538
"210356_x_at","membrane-spanning 4-domains, subfamily A, member 1","MS4A1","931","Homo sapiens membrane-spanning 4-domains, subfamily A, member 1, mRNA (cDNA clone MGC:3969 IMAGE:3634040), complete cds","33877203","BC002807","11q12","Chromosome 11, NC_000011.9 (60223282..60238225)","","B cell activation///immune response","external side of plasma membrane///integral to plasma membrane///nucleolus///plasma membrane","","GO:0042113///GO:0006955","GO:0009897///GO:0005887///GO:0005730///GO:0005886",-786.428571428572,479.111764705882,-4.30578065228799,0.000140812500041848,0.0335699256177574,-4.53065423263459
"210972_x_at","T cell receptor alpha constant///T cell receptor alpha joining 17///T cell receptor alpha variable 20","TRAC///TRAJ17///TRAV20","28755///28738///28663","Human T-cell receptor rearranged alpha-chain V-region (V-D-J) mRNA, complete cds","338765","M15565","14q11///14q11///14q11","Chromosome 14, NC_000014.8 (23016447..23021075)///Chromosome 14, NC_000014.8 (22995812..22995874)///Chromosome 14, NC_000014.8 (22508909..22509399)","MHC protein binding///peptide antigen binding","T cell costimulation///T cell receptor signaling pathway///cellular defense response///regulation of immune response","integral to plasma membrane///plasma membrane","GO:0042287///GO:0042605","GO:0031295///GO:0050852///GO:0006968///GO:0050776","GO:0005887///GO:0005886",-3650.08253968254,1810.87647058824,-4.30165406944302,0.000142497724052738,0.0335699256177574,-4.53074053682228
"204067_at","sulfite oxidase","SUOX","6821","","","","12q13.2","Chromosome 12, NC_000012.11 (56391043..56399309)","electron carrier activity///heme binding///molybdenum ion binding///molybdopterin cofactor binding///sulfite oxidase activity","cellular nitrogen compound metabolic process///small molecule metabolic process///sulfide oxidation, using sulfide:quinone oxidoreductase///sulfur amino acid catabolic process///sulfur amino acid metabolic process","mitochondrial intermembrane space///mitochondrial matrix","GO:0009055///GO:0020037///GO:0030151///GO:0043546///GO:0008482","GO:0034641///GO:0044281///GO:0070221///GO:0000098///GO:0000096","GO:0005758///GO:0005759",297.547619047619,809.973529411765,4.30124999383624,0.000142663804516348,0.0335699256177574,-4.5307489896767
"202878_s_at","CD93 molecule","CD93","22918","Homo sapiens CD93 molecule (CD93), mRNA","88758612","NM_012072","20p11.21","Chromosome 20, NC_000020.10 (23059993..23066977, complement)","calcium ion binding///carbohydrate binding///complement component C1q binding///protein binding///receptor activity","cell-cell adhesion///macrophage activation///modulation by virus of host morphology or physiology///phagocytosis","cell surface///cytoplasmic membrane-bounded vesicle///integral to membrane///plasma membrane","GO:0005509///GO:0030246///GO:0001849///GO:0005515///GO:0004872","GO:0016337///GO:0042116///GO:0019048///GO:0006909","GO:0009986///GO:0016023///GO:0016021///GO:0005886",-1194.14920634921,1160.37647058824,-4.29485754671355,0.000145316670266289,0.0335699256177574,-4.53088275905157
"212589_at","related RAS viral (r-ras) oncogene homolog 2","RRAS2","22800","cr16f06.x2 Human bone marrow stromal cells Homo sapiens cDNA clone HBMSC_cr16f06 3-, mRNA sequence","5132144","AI753792","11p15.2","Chromosome 11, NC_000011.9 (14299466..14386052, complement)","GTP binding///GTPase activity///protein binding","Ras protein signal transduction///positive regulation of cell migration","endoplasmic reticulum///plasma membrane","GO:0005525///GO:0003924///GO:0005515","GO:0007265///GO:0030335","GO:0005783///GO:0005886",-159.447619047619,146.194117647059,-4.29395425677509,0.000145695428860034,0.0335699256177574,-4.53090166838101
"220735_s_at","SUMO1/sentrin specific peptidase 7","SENP7","57337","Homo sapiens SUMO1/sentrin specific peptidase 7 (SENP7), transcript variant 1, mRNA","116174745","NM_020654","3q12","Chromosome 3, NC_000003.11 (101043117..101232085, complement)","cysteine-type peptidase activity","proteolysis","intracellular///nucleus","GO:0008234","GO:0006508","GO:0005622///GO:0005634",-122.222751322751,141.526470588235,-4.2901313097771,0.000147309213274129,0.0335699256177574,-4.53098171633048
"215121_x_at","immunoglobulin lambda light chain-like///immunoglobulin lambda constant 7///immunoglobulin lambda variable 1-44","CYAT1///IGLC7///IGLV1-44","100290481///28834///28823","","","","22q11.2///22q11.2","Chromosome 22///Chromosome 22, NC_000022.10 (23264766..23265085)///Chromosome 22, NC_000022.10 (22735249..22735716)","antigen binding","Fc-epsilon receptor signaling pathway///Fc-gamma receptor signaling pathway involved in phagocytosis///complement activation///complement activation, classical pathway///innate immune response///regulation of immune response","extracellular region///plasma membrane","GO:0003823","GO:0038095///GO:0038096///GO:0006956///GO:0006958///GO:0045087///GO:0050776","GO:0005576///GO:0005886",-1013.27989417989,491.979411764706,-4.28935378188982,0.000147639577729221,0.0335699256177574,-4.53099800058956
"210538_s_at","baculoviral IAP repeat containing 3","BIRC3","330","Human IAP homolog C (MIHC) mRNA, complete cds","1145290","U37546","11q22","Chromosome 11, NC_000011.9 (102188181..102210134)","protein binding///ubiquitin-protein ligase activity///zinc ion binding","MyD88-independent toll-like receptor signaling pathway///NIK/NF-kappaB cascade///TRIF-dependent toll-like receptor signaling pathway///apoptotic process///cell surface receptor signaling pathway///innate immune response///necroptosis///negative regulation of apoptotic process///negative regulation of necroptosis///negative regulation of phosphorylation///negative regulation of reactive oxygen species metabolic process///positive regulation of I-kappaB kinase/NF-kappaB cascade///regulation of RIG-I signaling pathway///regulation of cysteine-type endopeptidase activity///regulation of inflammatory response///regulation of innate immune response///regulation of nucleotide-binding oligomerization domain containing signaling pathway///regulation of toll-like receptor signaling pathway///toll-like receptor 3 signaling pathway///toll-like receptor 4 signaling pathway///toll-like receptor signaling pathway","cytoplasm///cytosol///nucleus","GO:0005515///GO:0004842///GO:0008270","GO:0002756///GO:0038061///GO:0035666///GO:0006915///GO:0007166///GO:0045087///GO:0070266///GO:0043066///GO:0060546///GO:0042326///GO:2000378///GO:0043123///GO:0039535///GO:2000116///GO:0050727///GO:0045088///GO:0070424///GO:0034121///GO:0034138///GO:0034142///GO:0002224","GO:0005737///GO:0005829///GO:0005634",-390.1,274.414705882353,-4.28257924567789,0.000150549031887685,0.0336809578274597,-4.53113993753214
"204529_s_at","thymocyte selection-associated high mobility group box","TOX","9760","wt15c09.x1 NCI_CGAP_Ut1 Homo sapiens cDNA clone IMAGE:2507536 3-, mRNA sequence","5753944","AI961231","8q12.1","Chromosome 8, NC_000008.10 (59717977..60031767, complement)","DNA binding","","nucleus","GO:0003677","","GO:0005634",-198.019576719577,177.420588235294,-4.27830726135942,0.000152412639815866,0.0336809578274597,-4.53122949142096
"219812_at","poliovirus receptor related immunoglobulin domain containing","PVRIG","79037","Homo sapiens poliovirus receptor related immunoglobulin domain containing (PVRIG), mRNA","57863284","NM_024070","7q22.1","Chromosome 7, NC_000007.13 (99816871..99819111)","","","integral to membrane","","","GO:0016021",-524.811111111111,340.438235294118,-4.27773859077635,0.000152662421602721,0.0336809578274597,-4.53124141536547
"206513_at","absent in melanoma 2","AIM2","9447","Homo sapiens absent in melanoma 2 (AIM2), mRNA","4757733","NM_004833","1q22","Chromosome 1, NC_000001.10 (159032275..159046647, complement)","double-stranded DNA binding///identical protein binding///protein binding","activation of innate immune response///apoptotic process///cellular response to drug///cellular response to interferon-beta///immune response///inflammatory response///innate immune response///interleukin-1 beta secretion///negative regulation of NF-kappaB transcription factor activity///nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway///positive regulation of NF-kappaB transcription factor activity///positive regulation of cysteine-type endopeptidase activity///positive regulation of defense response to virus by host///positive regulation of interleukin-1 beta production///positive regulation of interleukin-1 beta secretion///positive regulation of protein oligomerization///pyroptosis///tumor necrosis factor-mediated signaling pathway","AIM2 inflammasome complex///cytoplasm///cytosol///mitochondrion///NOT nucleolus///nucleus","GO:0003690///GO:0042802///GO:0005515","GO:0002218///GO:0006915///GO:0035690///GO:0035458///GO:0006955///GO:0006954///GO:0045087///GO:0050702///GO:0032088///GO:0035872///GO:0051092///GO:2001056///GO:0002230///GO:0032731///GO:0050718///GO:0032461///GO:0070269///GO:0033209","GO:0097169///GO:0005737///GO:0005829///GO:0005739///NOT GO:0005730///GO:0005634",-419.115873015873,584.844117647059,-4.26834832882094,0.000156845680242769,0.0342646303220552,-4.53143840840241
"211210_x_at","SH2 domain containing 1A","SH2D1A","4068","Homo sapiens SH2 domain protein 1A isoform B (SH2D1A) mRNA, complete cds","3928893","AF100539","Xq25","Chromosome X, NC_000023.10 (123480132..123507010)","SH3/SH2 adaptor activity","cell-cell signaling///cellular defense response///humoral immune response///positive regulation of natural killer cell mediated cytotoxicity","cytoplasm","GO:0005070","GO:0007267///GO:0006968///GO:0006959///GO:0045954","GO:0005737",-265.183068783069,211.670588235294,-4.24307799556604,0.00016867133866445,0.0360573144507659,-4.53196944208042
"202364_at","MAX interactor 1, dimerization protein","MXI1","4601","Homo sapiens MAX interactor 1, dimerization protein (MXI1), transcript variant 1, mRNA","57242781","NM_005962","10q24-q25","Chromosome 10, NC_000010.10 (111967363..112047123)","DNA binding///protein dimerization activity///transcription corepressor activity","cytoplasmic sequestering of transcription factor///negative regulation of cell proliferation///negative regulation of transcription from RNA polymerase II promoter///transcription, DNA-dependent","nucleus","GO:0003677///GO:0046983///GO:0003714","GO:0042994///GO:0008285///GO:0000122///GO:0006351","GO:0005634",-648.089417989417,1663.02647058824,-4.24094121997514,0.000169710560248204,0.0360573144507659,-4.53201440428871
"207351_s_at","SH2 domain containing 2A","SH2D2A","9047","Homo sapiens SH2 domain containing 2A (SH2D2A), transcript variant 2, mRNA","239787749","NM_003975","1q21","Chromosome 1, NC_000001.10 (156776035..156786640, complement)","SH3 domain binding///SH3/SH2 adaptor activity","angiogenesis///cell differentiation///cell proliferation///signal transduction","cytoplasm","GO:0017124///GO:0005070","GO:0001525///GO:0030154///GO:0008283///GO:0007165","GO:0005737",-524.161375661376,480.497058823529,-4.24054056683023,0.000169906117548374,0.0360573144507659,-4.53202283589583
"219377_at","GRB2 associated, regulator of MAPK1","GAREM","64762","Homo sapiens GRB2 associated, regulator of MAPK1 (GAREM), transcript variant 2, mRNA","334724472","NM_022751","18q12.1","Chromosome 18, NC_000018.9 (29843484..30050447, complement)","proline-rich region binding///protein binding","cellular response to epidermal growth factor stimulus///epidermal growth factor receptor signaling pathway///positive regulation of ERK1 and ERK2 cascade///positive regulation of cell division///positive regulation of cell proliferation","plasma membrane","GO:0070064///GO:0005515","GO:0071364///GO:0007173///GO:0070374///GO:0051781///GO:0008284","GO:0005886",-129.67619047619,92.6647058823529,-4.23474706501593,0.000172758785437145,0.0361066520281538,-4.53214479444734
"204149_s_at","glutathione S-transferase mu 4","GSTM4","2948","Homo sapiens glutathione S-transferase mu 4 (GSTM4), transcript variant 1, mRNA","215277004","NM_000850","1p13.3","Chromosome 1, NC_000001.10 (110198698..110208123)","enzyme binding///glutathione binding///glutathione transferase activity///protein homodimerization activity","glutathione derivative biosynthetic process///glutathione metabolic process///small molecule metabolic process///xenobiotic catabolic process///xenobiotic metabolic process","cytoplasm///cytosol","GO:0019899///GO:0043295///GO:0004364///GO:0042803","GO:1901687///GO:0006749///GO:0044281///GO:0042178///GO:0006805","GO:0005737///GO:0005829",267.059788359788,340.591176470588,4.23349923986735,0.000173379337028787,0.0361066520281538,-4.53217107118968
"217503_at","serine/threonine kinase 17b","STK17B","9262","zx53d03.r1 Soares_fetal_liver_spleen_1NFLS_S1 Homo sapiens cDNA clone IMAGE:446213 5-, mRNA sequence","1799460","AA203487","2q32.3","Chromosome 2, NC_000002.11 (196998307..197036336, complement)","ATP binding///protein kinase activity///protein serine/threonine kinase activity","apoptotic process///induction of apoptosis///intracellular protein kinase cascade///protein autophosphorylation///protein phosphorylation","actin cytoskeleton///endoplasmic reticulum-Golgi intermediate compartment///nucleus///plasma membrane","GO:0005524///GO:0004672///GO:0004674","GO:0006915///GO:0006917///GO:0007243///GO:0046777///GO:0006468","GO:0015629///GO:0005793///GO:0005634///GO:0005886",-192.777777777778,381.411764705882,-4.22201841369487,0.00017919259631203,0.0369717465150089,-4.53241298171301
"209754_s_at","thymopoietin","TMPO","7112","Homo sapiens clone FLB3436 PRO0868 mRNA, complete cds","6855608","AF113682","12q22","Chromosome 12, NC_000012.11 (98909351..98944157)","DNA binding///lamin binding///protein binding","regulation of transcription, DNA-dependent","chromatin///integral to membrane///nuclear envelope///nuclear inner membrane///nucleus///nucleus","GO:0003677///GO:0005521///GO:0005515","GO:0006355","GO:0000785///GO:0016021///GO:0005635///GO:0005637///GO:0005634///GO:0005634",-233.57619047619,345.255882352941,-4.21754173663331,0.000181510873739674,0.0370276186516615,-4.53250738052289
"201998_at","ST6 beta-galactosamide alpha-2,6-sialyltranferase 1","ST6GAL1","6480","wg53h11.x1 Soares_NSF_F8_9W_OT_PA_P_S1 Homo sapiens cDNA clone IMAGE:2368869 3-, mRNA sequence","5112080","AI743792","3q27-q28","Chromosome 3, NC_000003.11 (186648315..186796341)","beta-galactoside alpha-2,6-sialyltransferase activity///sialyltransferase activity","O-glycan processing///cellular protein metabolic process///cellular protein modification process///humoral immune response///post-translational protein modification///protein N-linked glycosylation via asparagine","Golgi cisterna membrane///Golgi membrane///extracellular region///integral to Golgi membrane","GO:0003835///GO:0008373","GO:0016266///GO:0044267///GO:0006464///GO:0006959///GO:0043687///GO:0018279","GO:0032580///GO:0000139///GO:0005576///GO:0030173",-841.675132275132,794.782352941176,-4.21072017119789,0.000185100239181863,0.0370276186516615,-4.53265130225183
"214617_at","perforin 1 (pore forming protein)","PRF1","5551","","","","10q22","Chromosome 10, NC_000010.10 (72357104..72362531, complement)","calcium ion binding///protein binding///wide pore channel activity","apoptotic process///cellular defense response///cytolysis///defense response to tumor cell///defense response to virus///immune response to tumor cell///protein homooligomerization","cytolytic granule///cytoplasmic membrane-bounded vesicle///endosome lumen///extracellular region///integral to membrane///plasma membrane","GO:0005509///GO:0005515///GO:0022829","GO:0006915///GO:0006968///GO:0019835///GO:0002357///GO:0051607///GO:0002418///GO:0051260","GO:0044194///GO:0016023///GO:0031904///GO:0005576///GO:0016021///GO:0005886",-2596.06031746032,1329.39411764706,-4.20766782815863,0.000186728812562325,0.0370276186516615,-4.53271573063028
"218589_at","lysophosphatidic acid receptor 6","LPAR6","10161","Homo sapiens lysophosphatidic acid receptor 6 (LPAR6), transcript variant 1, mRNA","241982698","NM_005767","13q14","Chromosome 13, NC_000013.10 (48985181..49018840, complement)","G-protein coupled receptor activity","G-protein coupled receptor signaling pathway","integral to membrane///plasma membrane///plasma membrane","GO:0004930","GO:0007186","GO:0016021///GO:0005886///GO:0005886",-578.589947089947,1303.30294117647,-4.20647294635829,0.000187370166350599,0.0370276186516615,-4.53274095702739
"204950_at","caspase recruitment domain family, member 8","CARD8","22900","Homo sapiens caspase recruitment domain family, member 8 (CARD8), transcript variant 2, mRNA","296531358","NM_014959","19q13.33","Chromosome 19, NC_000019.9 (48711343..48759203, complement)","NACHT domain binding///cysteine-type endopeptidase activator activity involved in apoptotic process///protein binding///protein homodimerization activity","activation of cysteine-type endopeptidase activity involved in apoptotic process///negative regulation of I-kappaB kinase/NF-kappaB cascade///positive regulation of cysteine-type endopeptidase activity involved in apoptotic process///positive regulation of interleukin-1 beta secretion","NLRP3 inflammasome complex///cytoplasm///nucleus","GO:0032089///GO:0008656///GO:0005515///GO:0042803","GO:0006919///GO:0043124///GO:0043280///GO:0050718","GO:0072559///GO:0005737///GO:0005634",-629.85291005291,1312.19411764706,-4.20572656471286,0.000187771884738938,0.0370276186516615,-4.53275671610074
"203408_s_at","SATB homeobox 1","SATB1","6304","Homo sapiens SATB homeobox 1 (SATB1), transcript variant 1, mRNA","306518681","NM_002971","3p23","Chromosome 3, NC_000003.11 (18389133..18480265, complement)","chromatin binding///double-stranded DNA binding///protein binding///sequence-specific DNA binding///sequence-specific DNA binding transcription factor activity","CD4-positive, alpha-beta T cell differentiation///CD8-positive, alpha-beta T cell differentiation///activated T cell proliferation///apoptotic process///cellular component disassembly involved in execution phase of apoptosis///chromatin organization///chromatin remodeling///epidermis development///histone methylation///modulation by virus of host morphology or physiology///negative regulation of transcription from RNA polymerase II promoter///reflex///transcription, DNA-dependent","PML body///nuclear heterochromatin///nuclear matrix///nucleoplasm///nucleus","GO:0003682///GO:0003690///GO:0005515///GO:0043565///GO:0003700","GO:0043367///GO:0043374///GO:0050798///GO:0006915///GO:0006921///GO:0006325///GO:0006338///GO:0008544///GO:0016571///GO:0019048///GO:0000122///GO:0060004///GO:0006351","GO:0016605///GO:0005720///GO:0016363///GO:0005654///GO:0005634",-1177.45238095238,1024.15,-4.19952640548003,0.000191141807250253,0.0373615165873456,-4.53288766847958
"210299_s_at","four and a half LIM domains 1","FHL1","2273","Homo sapiens LIM protein SLIMMER mRNA, complete cds","3859848","AF063002","Xq26","Chromosome X, NC_000023.10 (135228861..135293518)","ion channel binding///molecular_function///protein binding///zinc ion binding","cell differentiation///muscle organ development///negative regulation of G1/S transition of mitotic cell cycle///negative regulation of G2/M transition of mitotic cell cycle///negative regulation of cell growth///organ morphogenesis///positive regulation of potassium ion transport///regulation of membrane depolarization///regulation of potassium ion transmembrane transporter activity","cytoplasm///cytosol///nucleus///plasma membrane","GO:0044325///GO:0003674///GO:0005515///GO:0008270","GO:0030154///GO:0007517///GO:2000134///GO:0010972///GO:0030308///GO:0009887///GO:0043268///GO:0003254///GO:1901016","GO:0005737///GO:0005829///GO:0005634///GO:0005886",1153.53597883598,1847.21470588235,4.1944247481027,0.000193959156030981,0.0375825380333769,-4.53299547627012
"211645_x_at","","","","Homo sapiens immunoglobulin kappa-chain VK-1 (IgK) mRNA, complete cds","186008","M85256","","","","","","","","",-181.093121693122,133.876470588235,-4.18775468373532,0.000197704229988733,0.037840896514041,-4.53313650430341
"206130_s_at","asialoglycoprotein receptor 2","ASGR2","433","Homo sapiens asialoglycoprotein receptor 2 (ASGR2), transcript variant 1, mRNA","319655550","NM_001181","17p","Chromosome 17, NC_000017.10 (7004641..7018130, complement)","asialoglycoprotein receptor activity///carbohydrate binding///protein binding","bone mineralization///cell surface receptor signaling pathway///glycoprotein metabolic process///lipid homeostasis///regulation of protein stability","integral to membrane","GO:0004873///GO:0030246///GO:0005515","GO:0030282///GO:0007166///GO:0009100///GO:0055088///GO:0031647","GO:0016021",-53.0116402116402,60.6882352941176,-4.18354691519373,0.000200103215323114,0.037840896514041,-4.53322551554178
"206589_at","growth factor independent 1 transcription repressor","GFI1","2672","Homo sapiens growth factor independent 1 transcription repressor (GFI1), transcript variant 1, mRNA","187761347","NM_005263","1p22","Chromosome 1, NC_000001.10 (92940318..92952433, complement)","protein binding///transcription regulatory region DNA binding///zinc ion binding","auditory receptor cell differentiation///cell fate commitment///cellular response to lipopolysaccharide///inner ear morphogenesis///mechanosensory behavior///negative regulation of NF-kappaB transcription factor activity///negative regulation of calcidiol 1-monooxygenase activity///negative regulation of cell fate specification///negative regulation of neuron projection development///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-dependent///negative regulation of vitamin D biosynthetic process///positive regulation of cell fate specification///positive regulation of interleukin-6-mediated signaling pathway///regulation of toll-like receptor signaling pathway///regulation of transcription involved in G1/S phase of mitotic cell cycle///transcription, DNA-dependent///viral process","nuclear body///nuclear matrix///nucleus///transcriptional repressor complex","GO:0005515///GO:0044212///GO:0008270","GO:0042491///GO:0045165///GO:0071222///GO:0042472///GO:0007638///GO:0032088///GO:0010956///GO:0009996///GO:0010977///GO:0000122///GO:0045892///GO:0010957///GO:0042660///GO:0070105///GO:0034121///GO:0000083///GO:0006351///GO:0016032","GO:0016604///GO:0016363///GO:0005634///GO:0017053",-78.3111111111111,70.8117647058824,-4.18173056894079,0.000201147583222305,0.037840896514041,-4.53326394919667
