"ID","Gene.title","Gene.symbol","Gene.ID","Nucleotide.Title","GI","GenBank.Accession","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NM_014173_at","BRISC and BRCA1 A complex member 1","BABAM1","29086","Homo sapiens BRISC and BRCA1 A complex member 1 (BABAM1), transcript variant 2, mRNA","75709191","NM_014173","19p13.11","Chromosome 19, NC_000019.9 (17378232..17390162)","protein binding","G2 DNA damage checkpoint///chromatin modification///double-strand break repair///positive regulation of DNA repair///protein K63-linked deubiquitination///response to ionizing radiation","BRCA1-A complex///BRISC complex///cytoplasm///nucleus","GO:0005515","GO:0031572///GO:0016568///GO:0006302///GO:0045739///GO:0070536///GO:0010212","GO:0070531///GO:0070552///GO:0005737///GO:0005634",-0.304303731893383,7.5428982885,-3.1536468114985,0.00275387301553093,0.703276429608141,-1.6470546319548
"NM_001039783_at","thioredoxin reductase 3 neighbor","TXNRD3NB","645840","Homo sapiens thioredoxin reductase 3 neighbor (TXNRD3NB), mRNA","89886240","NM_001039783","3q21.3","Chromosome 3, NC_000003.11 (126290622..126327398, complement)","","","","","","",-0.149923561128677,2.10929977162,-3.14075919747551,0.00285646752106624,0.703276429608141,-1.67622494388085
"NM_032900_at","Rho GTPase activating protein 19","ARHGAP19","84986","Homo sapiens Rho GTPase activating protein 19 (ARHGAP19), transcript variant 1, mRNA","324021725","NM_032900","10q24.1","Chromosome 10, NC_000010.10 (98981930..99052430, complement)","GTPase activator activity","regulation of small GTPase mediated signal transduction///small GTPase mediated signal transduction","cytosol///nucleus","GO:0005096","GO:0051056///GO:0007264","GO:0005829///GO:0005634",-0.285479486625,4.85392978522,-3.14041111763615,0.00285928773803487,0.703276429608141,-1.67701178571852
"NM_018158_at","solute carrier family 4 (anion exchanger), member 1, adaptor protein","SLC4A1AP","22950","Homo sapiens solute carrier family 4 (anion exchanger), member 1, adaptor protein (SLC4A1AP), mRNA","155722989","NM_018158","2p23.3","Chromosome 2, NC_000002.11 (27886338..27917847)","protein binding","","cytoplasm///nucleus","GO:0005515","","GO:0005737///GO:0005634",-0.325766251643382,3.26044971332,-3.1357974189844,0.00289691725231253,0.703276429608141,-1.68743609065089
"NM_016265_at","zinc finger protein 12","ZNF12","7559","Homo sapiens zinc finger protein 12 (ZNF12), transcript variant 1, mRNA","110349773","NM_016265","7p22.1","Chromosome 7, NC_000007.13 (6728064..6746566, complement)","DNA binding///metal ion binding","negative regulation of transcription, DNA-dependent///transcription, DNA-dependent","nucleus","GO:0003677///GO:0046872","GO:0045892///GO:0006351","GO:0005634",0.36898237345956,7.82030111064,3.10888759123808,0.00312584156547324,0.703276429608141,-1.74804845116468
"NM_175902_at","2-oxoglutarate and iron-dependent oxygenase domain containing 3","OGFOD3","79701","Homo sapiens 2-oxoglutarate and iron-dependent oxygenase domain containing 3 (OGFOD3), transcript variant 2, mRNA","285397287","NM_175902","17q25.3","Chromosome 17, NC_000017.10 (80347086..80376513, complement)","L-ascorbic acid binding///iron ion binding///oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors///oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","","integral to membrane","GO:0031418///GO:0005506///GO:0016706///GO:0016702","","GO:0016021",-0.284809140661766,4.4581056951,-3.10548917326858,0.00315593231170075,0.703276429608141,-1.75568013661218
"NM_005573_at","lamin B1","LMNB1","4001","Homo sapiens lamin B1 (LMNB1), transcript variant 1, mRNA","310688956","NM_005573","5q23.2","Chromosome 5, NC_000005.9 (126112315..126172712)","phospholipase binding///structural molecule activity","apoptotic process///cellular component disassembly involved in execution phase of apoptosis","lamin filament///nuclear envelope///nuclear inner membrane///nucleoplasm","GO:0043274///GO:0005198","GO:0006915///GO:0006921","GO:0005638///GO:0005635///GO:0005637///GO:0005654",0.589490050441177,5.4674154673,3.09728367370393,0.003229712025271,0.703276429608141,-1.77408550180962
"NM_018465_at","plasminogen receptor, C-terminal lysine transmembrane protein","PLGRKT","55848","Homo sapiens plasminogen receptor, C-terminal lysine transmembrane protein (PLGRKT), mRNA","332635094","NM_018465","9p24.1","Chromosome 9, NC_000009.11 (5357966..5437937, complement)","","chemotaxis///inflammatory response///positive regulation of plasminogen activation","integral to plasma membrane///mitochondrion","","GO:0006935///GO:0006954///GO:0010756","GO:0005887///GO:0005739",-0.561424219933828,6.17459805882,-3.09702409689987,0.0032320722316339,0.703276429608141,-1.77466725182024
"NM_018973_at","dolichyl-phosphate mannosyltransferase polypeptide 3","DPM3","54344","Homo sapiens dolichyl-phosphate mannosyltransferase polypeptide 3 (DPM3), transcript variant 1, mRNA","24430133","NM_018973","1q22","Chromosome 1, NC_000001.10 (155112367..155112996, complement)","contributes_to dolichyl-phosphate beta-D-mannosyltransferase activity///protein binding","C-terminal protein lipidation///GPI anchor biosynthetic process///GPI anchor biosynthetic process///carbohydrate metabolic process///cellular protein metabolic process///dolichol-linked oligosaccharide biosynthetic process///post-translational protein modification///protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan///protein N-linked glycosylation via asparagine///protein O-linked mannosylation///protein mannosylation///regulation of protein stability","dolichol-phosphate-mannose synthase complex///endoplasmic reticulum///endoplasmic reticulum membrane///integral to endoplasmic reticulum membrane///mannosyltransferase complex","contributes_to GO:0004582///GO:0005515","GO:0006501///GO:0006506///GO:0006506///GO:0005975///GO:0044267///GO:0006488///GO:0043687///GO:0018406///GO:0018279///GO:0035269///GO:0035268///GO:0031647","GO:0033185///GO:0005783///GO:0005789///GO:0030176///GO:0031501",-0.408881781808821,7.93367885162,-3.06311780518213,0.00355467379552611,0.703276429608141,-1.85039396062281
"NM_153741_at","dolichyl-phosphate mannosyltransferase polypeptide 3","DPM3","54344","Homo sapiens dolichyl-phosphate mannosyltransferase polypeptide 3 (DPM3), transcript variant 2, mRNA","24430134","NM_153741","1q22","Chromosome 1, NC_000001.10 (155112367..155112996, complement)","contributes_to dolichyl-phosphate beta-D-mannosyltransferase activity///protein binding","C-terminal protein lipidation///GPI anchor biosynthetic process///GPI anchor biosynthetic process///carbohydrate metabolic process///cellular protein metabolic process///dolichol-linked oligosaccharide biosynthetic process///post-translational protein modification///protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan///protein N-linked glycosylation via asparagine///protein O-linked mannosylation///protein mannosylation///regulation of protein stability","dolichol-phosphate-mannose synthase complex///endoplasmic reticulum///endoplasmic reticulum membrane///integral to endoplasmic reticulum membrane///mannosyltransferase complex","contributes_to GO:0004582///GO:0005515","GO:0006501///GO:0006506///GO:0006506///GO:0005975///GO:0044267///GO:0006488///GO:0043687///GO:0018406///GO:0018279///GO:0035269///GO:0035268///GO:0031647","GO:0033185///GO:0005783///GO:0005789///GO:0030176///GO:0031501",-0.408881781808821,7.93367885162,-3.06311780518213,0.00355467379552611,0.703276429608141,-1.85039396062281
"NM_007170_at","testis-specific kinase 2","TESK2","10420","Homo sapiens testis-specific kinase 2 (TESK2), mRNA","110349798","NM_007170","1p32","Chromosome 1, NC_000001.10 (45809555..45956840, complement)","ATP binding///metal ion binding///protein binding///protein kinase activity///protein serine/threonine kinase activity///protein serine/threonine/tyrosine kinase activity///protein tyrosine kinase activity","actin cytoskeleton organization///focal adhesion assembly///protein phosphorylation///spermatogenesis","cytoplasm///NOT nucleolus///nucleus///nucleus","GO:0005524///GO:0046872///GO:0005515///GO:0004672///GO:0004674///GO:0004712///GO:0004713","GO:0030036///GO:0048041///GO:0006468///GO:0007283","GO:0005737///NOT GO:0005730///GO:0005634///GO:0005634",-0.366396997941178,2.9474211279,-3.05979321840273,0.00358788121302789,0.703276429608141,-1.85779094554171
"NM_004501_at","heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)","HNRNPU","3192","Homo sapiens heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A) (HNRNPU), transcript variant 2, mRNA","74229006","NM_004501","1q44","Chromosome 1, NC_000001.10 (245013602..245027827, complement)","ATP binding///DNA binding///RNA binding///protein binding","CRD-mediated mRNA stabilization///RNA processing///RNA splicing///gene expression///mRNA splicing, via spliceosome///mRNA splicing, via spliceosome","CRD-mediated mRNA stability complex///catalytic step 2 spliceosome///cell surface///nucleoplasm///ribonucleoprotein complex","GO:0005524///GO:0003677///GO:0003723///GO:0005515","GO:0070934///GO:0006396///GO:0008380///GO:0010467///GO:0000398///GO:0000398","GO:0070937///GO:0071013///GO:0009986///GO:0005654///GO:0030529",0.242397079713232,7.72612595658,3.04458248976375,0.00374355489880239,0.703276429608141,-1.89156909849267
"NM_031844_at","heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)","HNRNPU","3192","Homo sapiens heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A) (HNRNPU), transcript variant 1, mRNA","74136882","NM_031844","1q44","Chromosome 1, NC_000001.10 (245013602..245027827, complement)","ATP binding///DNA binding///RNA binding///protein binding","CRD-mediated mRNA stabilization///RNA processing///RNA splicing///gene expression///mRNA splicing, via spliceosome///mRNA splicing, via spliceosome","CRD-mediated mRNA stability complex///catalytic step 2 spliceosome///cell surface///nucleoplasm///ribonucleoprotein complex","GO:0005524///GO:0003677///GO:0003723///GO:0005515","GO:0070934///GO:0006396///GO:0008380///GO:0010467///GO:0000398///GO:0000398","GO:0070937///GO:0071013///GO:0009986///GO:0005654///GO:0030529",0.242397079713232,7.72612595658,3.04458248976375,0.00374355489880239,0.703276429608141,-1.89156909849267
"NM_001020_at","ribosomal protein S16","RPS16","6217","Homo sapiens ribosomal protein S16 (RPS16), mRNA","71482588","NM_001020","19q13.1","Chromosome 19, NC_000019.9 (39923847..39926618, complement)","RNA binding///structural constituent of ribosome","RNA metabolic process///SRP-dependent cotranslational protein targeting to membrane///cellular protein metabolic process///gene expression///mRNA metabolic process///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///rRNA processing///ribosomal small subunit biogenesis///translation///translation///translation///translational elongation///translational initiation///translational termination///viral infectious cycle///viral process///viral transcription","cytosol///cytosolic small ribosomal subunit///cytosolic small ribosomal subunit///small ribosomal subunit","GO:0003723///GO:0003735","GO:0016070///GO:0006614///GO:0044267///GO:0010467///GO:0016071///GO:0000184///GO:0006364///GO:0042274///GO:0006412///GO:0006412///GO:0006412///GO:0006414///GO:0006413///GO:0006415///GO:0019058///GO:0016032///GO:0019083","GO:0005829///GO:0022627///GO:0022627///GO:0015935",-0.137343613860295,13.5968641382,-3.02908185775403,0.00390868868252664,0.703276429608141,-1.9258812176086
"NM_021824_at","NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)","NIF3L1","60491","Homo sapiens NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae) (NIF3L1), transcript variant 2, mRNA","215272358","NM_021824","2q33","Chromosome 2, NC_000002.11 (201754050..201768655)","protein binding///transcription factor binding","positive regulation of transcription, DNA-dependent","cytoplasm///mitochondrion","GO:0005515///GO:0008134","GO:0045893","GO:0005737///GO:0005739",-0.309806240191178,7.45141451792,-3.02875466089267,0.00391224682481042,0.703276429608141,-1.92660429870065
"NM_006221_at","peptidylprolyl cis/trans isomerase, NIMA-interacting 1","PIN1","5300","Homo sapiens peptidylprolyl cis/trans isomerase, NIMA-interacting 1 (PIN1), transcript variant 1, mRNA","336285452","NM_006221","19p13","Chromosome 19, NC_000019.9 (9945883..9960365)","GTPase activating protein binding///mitogen-activated protein kinase kinase binding///peptidyl-prolyl cis-trans isomerase activity///phosphoserine binding///phosphothreonine binding///phosphothreonine binding///protein binding","cell cycle///cytokine-mediated signaling pathway///innate immune response///negative regulation of ERK1 and ERK2 cascade///negative regulation of cell motility///negative regulation of transforming growth factor beta receptor signaling pathway///negative regulation of type I interferon production///positive regulation of Rho GTPase activity///positive regulation of protein phosphorylation///positive regulation of ubiquitin-protein ligase activity///protein folding///protein peptidyl-prolyl isomerization///regulation of cell proliferation///regulation of cytokinesis///regulation of cytokinesis///regulation of mitosis///regulation of pathway-restricted SMAD protein phosphorylation","cytoplasm///midbody///nuclear speck///nucleoplasm///nucleus","GO:0032794///GO:0031434///GO:0003755///GO:0050815///GO:0050816///GO:0050816///GO:0005515","GO:0007049///GO:0019221///GO:0045087///GO:0070373///GO:2000146///GO:0030512///GO:0032480///GO:0032321///GO:0001934///GO:0051443///GO:0006457///GO:0000413///GO:0042127///GO:0032465///GO:0032465///GO:0007088///GO:0060393","GO:0005737///GO:0030496///GO:0016607///GO:0005654///GO:0005634",-0.304276373886035,6.74376915632,-3.02776116068728,0.00392306935257611,0.703276429608141,-1.92879955652612
"NM_182739_at","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa","NDUFB6","4712","Homo sapiens NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa (NDUFB6), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA","316983172","NM_182739","9p21.1","Chromosome 9, NC_000009.11 (32553524..32573182, complement)","NADH dehydrogenase (ubiquinone) activity","cellular metabolic process///mitochondrial electron transport, NADH to ubiquinone///respiratory electron transport chain///small molecule metabolic process","integral to membrane///mitochondrial inner membrane///mitochondrial membrane///mitochondrial respiratory chain complex I///mitochondrial respiratory chain complex I///mitochondrion///NOT nucleolus///nucleus","GO:0008137","GO:0044237///GO:0006120///GO:0022904///GO:0044281","GO:0016021///GO:0005743///GO:0031966///GO:0005747///GO:0005747///GO:0005739///NOT GO:0005730///GO:0005634",-0.235004662305148,9.65868223882,-3.02525242983035,0.00395052264009187,0.703276429608141,-1.93434085572289
"NM_015435_at","ring finger protein 19A, E3 ubiquitin protein ligase","RNF19A","25897","Homo sapiens ring finger protein 19A, E3 ubiquitin protein ligase (RNF19A), transcript variant 2, mRNA","35493781","NM_015435","8q22","Chromosome 8, NC_000008.10 (101269288..101322379, complement)","ligase activity///transcription factor binding///zinc ion binding","cellular protein modification process///microtubule cytoskeleton organization///protein ubiquitination","centrosome///cytoplasm///integral to membrane","GO:0016874///GO:0008134///GO:0008270","GO:0006464///GO:0000226///GO:0016567","GO:0005813///GO:0005737///GO:0016021",0.496092667356617,4.18206225424,3.01874230154484,0.00402260456583175,0.703276429608141,-1.94870679580298
"NM_183419_at","ring finger protein 19A, E3 ubiquitin protein ligase","RNF19A","25897","Homo sapiens ring finger protein 19A, E3 ubiquitin protein ligase (RNF19A), transcript variant 1, mRNA","378925643","NM_183419","8q22","Chromosome 8, NC_000008.10 (101269288..101322379, complement)","ligase activity///transcription factor binding///zinc ion binding","cellular protein modification process///microtubule cytoskeleton organization///protein ubiquitination","centrosome///cytoplasm///integral to membrane","GO:0016874///GO:0008134///GO:0008270","GO:0006464///GO:0000226///GO:0016567","GO:0005813///GO:0005737///GO:0016021",0.496092667356617,4.18206225424,3.01874230154484,0.00402260456583175,0.703276429608141,-1.94870679580298
"NM_000677_at","adenosine A3 receptor","ADORA3","140","Homo sapiens adenosine A3 receptor (ADORA3), transcript variant 2, mRNA","130978679","NM_000677","1p13.2","Chromosome 1, NC_000001.10 (112025970..112106597, complement)","G-protein coupled adenosine receptor activity","activation of adenylate cyclase activity///histamine secretion by mast cell///inflammatory response///positive regulation of calcium-mediated signaling///positive regulation of inflammatory response///positive regulation of leukocyte migration///positive regulation of mast cell degranulation///positive regulation of mucus secretion///positive regulation of phosphatidylinositol 3-kinase cascade///regulation of heart contraction///response to wounding///signal transduction","integral to membrane///integral to plasma membrane///plasma membrane///plasma membrane","GO:0001609","GO:0007190///GO:0002553///GO:0006954///GO:0050850///GO:0050729///GO:0002687///GO:0043306///GO:0070257///GO:0014068///GO:0008016///GO:0009611///GO:0007165","GO:0016021///GO:0005887///GO:0005886///GO:0005886",-0.747679716753677,3.22057128192,-3.01519357936763,0.00406241336903268,0.703276429608141,-1.95652945721639
"NM_012135_at","family with sequence similarity 50, member B","FAM50B","26240","Homo sapiens family with sequence similarity 50, member B (FAM50B), mRNA","6912325","NM_012135","6p25.2","Chromosome 6, NC_000006.11 (3849632..3851551)","","","nucleus","","","GO:0005634",-0.395058198055148,5.28433185876,-3.01436703077445,0.00407173817917653,0.703276429608141,-1.95835062309604
"NM_002213_at","integrin, beta 5","ITGB5","3693","Homo sapiens integrin, beta 5 (ITGB5), mRNA","34147573","NM_002213","3q21.2","Chromosome 3, NC_000003.11 (124481795..124606144, complement)","integrin binding///protein binding///receptor activity","antigen processing and presentation of exogenous peptide antigen via MHC class I///antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent///antigen processing and presentation of peptide antigen via MHC class I///cell adhesion///extracellular matrix organization///integrin-mediated signaling pathway///multicellular organismal development///muscle contraction","cell leading edge///focal adhesion///integrin complex///phagocytic vesicle///plasma membrane","GO:0005178///GO:0005515///GO:0004872","GO:0042590///GO:0002479///GO:0002474///GO:0007155///GO:0030198///GO:0007229///GO:0007275///GO:0006936","GO:0031252///GO:0005925///GO:0008305///GO:0045335///GO:0005886",-0.37912162410662,8.85090083342,-3.01249838153347,0.0040928934239097,0.703276429608141,-1.96246671124496
"NM_006305_at","acidic (leucine-rich) nuclear phosphoprotein 32 family, member A","ANP32A","8125","Homo sapiens acidic (leucine-rich) nuclear phosphoprotein 32 family, member A (ANP32A), mRNA","221219065","NM_006305","15q23","Chromosome 15, NC_000015.9 (69070874..69113261, complement)","protein binding","RNA metabolic process///gene expression///intracellular signal transduction///mRNA metabolic process///nucleocytoplasmic transport///nucleocytoplasmic transport///regulation of transcription, DNA-dependent///transcription, DNA-dependent","cytoplasm///endoplasmic reticulum///nucleoplasm///nucleus///perinuclear region of cytoplasm","GO:0005515","GO:0016070///GO:0010467///GO:0035556///GO:0016071///GO:0006913///GO:0006913///GO:0006355///GO:0006351","GO:0005737///GO:0005783///GO:0005654///GO:0005634///GO:0048471",0.616501106680147,7.78846770498,3.00165554853453,0.00421768935016766,0.703276429608141,-1.98631801151893
"XM_496575_at","","","","","","","","","","","","","","",-0.499833695029411,3.57080527338,-2.99790250534418,0.00426170755336966,0.703276429608141,-1.99456082636234
"XM_936846_at","","","","","","","","","","","","","","",-0.499833695029411,3.57080527338,-2.99790250534418,0.00426170755336966,0.703276429608141,-1.99456082636234
"NM_015509_at","NECAP endocytosis associated 1","NECAP1","25977","Homo sapiens NECAP endocytosis associated 1 (NECAP1), transcript variant 1, mRNA","209977004","NM_015509","12p13.31","Chromosome 12, NC_000012.11 (8234807..8250373)","","endocytosis///protein transport","clathrin vesicle coat///coated pit///plasma membrane","","GO:0006897///GO:0015031","GO:0030125///GO:0005905///GO:0005886",-0.256289125301471,7.31641009242,-2.99704550296935,0.00427181909078072,0.703276429608141,-1.99644213209113
"NM_003288_at","tumor protein D52-like 2","TPD52L2","7165","Homo sapiens tumor protein D52-like 2 (TPD52L2), transcript variant 5, mRNA","345197255","NM_003288","20q13.2-q13.3","Chromosome 20, NC_000020.10 (62496581..62522898)","protein binding///protein homodimerization activity","regulation of cell proliferation","cytoplasm///perinuclear region of cytoplasm","GO:0005515///GO:0042803","GO:0042127","GO:0005737///GO:0048471",-0.336230411562502,8.1116441087,-2.99368682123881,0.00431166378428269,0.703276429608141,-2.00381182877036
"NM_199359_at","tumor protein D52-like 2","TPD52L2","7165","Homo sapiens tumor protein D52-like 2 (TPD52L2), transcript variant 6, mRNA","345197259","NM_199359","20q13.2-q13.3","Chromosome 20, NC_000020.10 (62496581..62522898)","protein binding///protein homodimerization activity","regulation of cell proliferation","cytoplasm///perinuclear region of cytoplasm","GO:0005515///GO:0042803","GO:0042127","GO:0005737///GO:0048471",-0.336230411562502,8.1116441087,-2.99368682123881,0.00431166378428269,0.703276429608141,-2.00381182877036
"NM_199360_at","tumor protein D52-like 2","TPD52L2","7165","Homo sapiens tumor protein D52-like 2 (TPD52L2), transcript variant 1, mRNA","345128623","NM_199360","20q13.2-q13.3","Chromosome 20, NC_000020.10 (62496581..62522898)","protein binding///protein homodimerization activity","regulation of cell proliferation","cytoplasm///perinuclear region of cytoplasm","GO:0005515///GO:0042803","GO:0042127","GO:0005737///GO:0048471",-0.336230411562502,8.1116441087,-2.99368682123881,0.00431166378428269,0.703276429608141,-2.00381182877036
"NM_199361_at","tumor protein D52-like 2","TPD52L2","7165","Homo sapiens tumor protein D52-like 2 (TPD52L2), transcript variant 2, mRNA","345197254","NM_199361","20q13.2-q13.3","Chromosome 20, NC_000020.10 (62496581..62522898)","protein binding///protein homodimerization activity","regulation of cell proliferation","cytoplasm///perinuclear region of cytoplasm","GO:0005515///GO:0042803","GO:0042127","GO:0005737///GO:0048471",-0.336230411562502,8.1116441087,-2.99368682123881,0.00431166378428269,0.703276429608141,-2.00381182877036
"NM_199362_at","tumor protein D52-like 2","TPD52L2","7165","Homo sapiens tumor protein D52-like 2 (TPD52L2), transcript variant 3, mRNA","345197253","NM_199362","20q13.2-q13.3","Chromosome 20, NC_000020.10 (62496581..62522898)","protein binding///protein homodimerization activity","regulation of cell proliferation","cytoplasm///perinuclear region of cytoplasm","GO:0005515///GO:0042803","GO:0042127","GO:0005737///GO:0048471",-0.336230411562502,8.1116441087,-2.99368682123881,0.00431166378428269,0.703276429608141,-2.00381182877036
"NM_199363_at","tumor protein D52-like 2","TPD52L2","7165","Homo sapiens tumor protein D52-like 2 (TPD52L2), transcript variant 4, mRNA","345197256","NM_199363","20q13.2-q13.3","Chromosome 20, NC_000020.10 (62496581..62522898)","protein binding///protein homodimerization activity","regulation of cell proliferation","cytoplasm///perinuclear region of cytoplasm","GO:0005515///GO:0042803","GO:0042127","GO:0005737///GO:0048471",-0.336230411562502,8.1116441087,-2.99368682123881,0.00431166378428269,0.703276429608141,-2.00381182877036
"NM_004374_at","cytochrome c oxidase subunit VIc","COX6C","1345","Homo sapiens cytochrome c oxidase subunit VIc (COX6C), nuclear gene encoding mitochondrial protein, mRNA","301069354","NM_004374","8q22.2","Chromosome 8, NC_000008.10 (100890223..100906242, complement)","cytochrome-c oxidase activity","cellular metabolic process///generation of precursor metabolites and energy///respiratory electron transport chain///small molecule metabolic process","integral to membrane///mitochondrial inner membrane","GO:0004129","GO:0044237///GO:0006091///GO:0022904///GO:0044281","GO:0016021///GO:0005743",-0.186494340698529,12.0009862202,-2.99201615363385,0.00433161232312773,0.703276429608141,-2.00747566421918
"NM_014206_at","transmembrane protein 258","TMEM258","746","Homo sapiens transmembrane protein 258 (TMEM258), mRNA","194018428","NM_014206","11q12.2","Chromosome 11, NC_000011.9 (61556602..61560085, complement)","","","integral to membrane","","","GO:0016021",-0.392840670698529,10.9935745408,-2.99131841260685,0.0043399691734691,0.703276429608141,-2.0090054458303
"NM_024544_at","mitochondrial E3 ubiquitin protein ligase 1","MUL1","79594","Homo sapiens mitochondrial E3 ubiquitin protein ligase 1 (MUL1), nuclear gene encoding mitochondrial protein, mRNA","171542820","NM_024544","1p36.12","Chromosome 1, NC_000001.10 (20825941..20834674, complement)","SUMO ligase activity///identical protein binding///protein binding///signal transducer activity///ubiquitin protein ligase binding///ubiquitin-protein ligase activity///zinc ion binding","activation of JUN kinase activity///activation of cysteine-type endopeptidase activity involved in apoptotic process///mitochondrial fission///mitochondrion localization///negative regulation of cell growth///negative regulation of mitochondrial fusion///positive regulation of I-kappaB kinase/NF-kappaB cascade///positive regulation of mitochondrial fission///positive regulation of protein sumoylation///protein stabilization///protein sumoylation///protein ubiquitination///regulation of mitochondrial outer membrane permeabilization","cytoplasm///integral to mitochondrial outer membrane///mitochondrion///NOT nucleolus///nucleus///peroxisome","GO:0019789///GO:0042802///GO:0005515///GO:0004871///GO:0031625///GO:0004842///GO:0008270","GO:0007257///GO:0006919///GO:0000266///GO:0051646///GO:0030308///GO:0010637///GO:0043123///GO:0090141///GO:0033235///GO:0050821///GO:0016925///GO:0016567///GO:1901028","GO:0005737///GO:0031307///GO:0005739///NOT GO:0005730///GO:0005634///GO:0005777",-0.240895586933823,5.50837028576,-2.98185061300587,0.0044548641938267,0.703276429608141,-2.02974062586826
"NM_005004_at","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa","NDUFB8","4714","Homo sapiens NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa (NDUFB8), nuclear gene encoding mitochondrial protein, mRNA","56676316","NM_005004","10q24.31","Chromosome 10, NC_000010.10 (102283497..102289636, complement)","NADH dehydrogenase (ubiquinone) activity","cellular metabolic process///mitochondrial electron transport, NADH to ubiquinone///respiratory electron transport chain///small molecule metabolic process","endoplasmic reticulum///integral to membrane///mitochondrial inner membrane///mitochondrial respiratory chain complex I///mitochondrial respiratory chain complex I///mitochondrion","GO:0008137","GO:0044237///GO:0006120///GO:0022904///GO:0044281","GO:0005783///GO:0016021///GO:0005743///GO:0005747///GO:0005747///GO:0005739",-0.22914744248162,10.3090151138,-2.98080693561644,0.00446770196061055,0.703276429608141,-2.03202375795883
"XM_931133_at","","","","","","","","","","","","","","",0.477974288867645,5.60141769168,2.97767992177697,0.00450637295181483,0.703276429608141,-2.0388612686631
"XM_943725_at","","","","","","","","","","","","","","",0.477974288867645,5.60141769168,2.97767992177697,0.00450637295181483,0.703276429608141,-2.0388612686631
"NM_030914_at","ubiquitin related modifier 1","URM1","81605","Homo sapiens ubiquitin related modifier 1 (URM1), transcript variant 1, mRNA","387942389","NM_030914","9q34.11","Chromosome 9, NC_000009.11 (131133598..131154295)","protein binding///contributes_to sulfurtransferase activity","tRNA thio-modification///tRNA wobble uridine modification","cytosol","GO:0005515///contributes_to GO:0016783","GO:0034227///GO:0002098","GO:0005829",-0.366289924985295,5.49130775226,-2.96421535770685,0.00467648286208709,0.703276429608141,-2.06824965459974
"NM_145160_at","mitogen-activated protein kinase kinase 5","MAP2K5","5607","Homo sapiens mitogen-activated protein kinase kinase 5 (MAP2K5), transcript variant 1, mRNA","332164796","NM_145160","15q23","Chromosome 15, NC_000015.9 (67835021..68099455)","ATP binding///metal ion binding///protein binding///protein kinase activity///protein serine/threonine kinase activity///protein tyrosine kinase activity","ERK5 cascade///activation of MAPK activity///cellular response to growth factor stimulus///cellular response to laminar fluid shear stress///heart development///negative regulation of NF-kappaB transcription factor activity///negative regulation of apoptotic process///negative regulation of cell migration involved in sprouting angiogenesis///negative regulation of chemokine (C-X-C motif) ligand 2 production///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///negative regulation of extrinsic apoptotic signaling pathway in absence of ligand///negative regulation of heterotypic cell-cell adhesion///negative regulation of interleukin-8 biosynthetic process///negative regulation of response to cytokine stimulus///negative regulation of transcription from RNA polymerase II promoter///neurotrophin TRK receptor signaling pathway///positive regulation of cell growth///positive regulation of epithelial cell proliferation///positive regulation of protein metabolic process///positive regulation of transcription from RNA polymerase II promoter///signal transduction","cytosol///nucleus///spindle","GO:0005524///GO:0046872///GO:0005515///GO:0004672///GO:0004674///GO:0004713","GO:0070375///GO:0000187///GO:0071363///GO:0071499///GO:0007507///GO:0032088///GO:0043066///GO:0090051///GO:2000342///GO:0043154///GO:2001240///GO:0034115///GO:0045415///GO:0060761///GO:0000122///GO:0048011///GO:0030307///GO:0050679///GO:0051247///GO:0045944///GO:0007165","GO:0005829///GO:0005634///GO:0005819",-0.298427590742646,4.46122963892,-2.94500442159331,0.00492958529752192,0.703276429608141,-2.11003021097232
